a)
x	y
-0,763511208	0,101511063
-0,694595517	0,059395575
-0,722161793	0,07624177
-0,711135283	0,069503292
-0,568264132	-0,231631611
-0,772694347	0,192652644
-0,690922261	0,022938942
-0,723631096	0,090824423
-0,586289402	-0,220425877
-0,765484239	0,188170351
-0,657036162	-0,163184229
-0,434073792	-0,386834479
-0,826370483	0,254733792
-0,669451807	-0,001893517
-0,732219277	0,100757407
-0,707112289	0,059697037
-0,717155084	0,076121185
-0,713137966	0,069551526
-0,569805465	-0,232396027
-0,340093742	-0,404543166
-0,863962503	0,261817266
-0,654414999	-0,004726907
-0,738234	0,101890763
-0,7047064	0,059243695
-0,71811744	0,076302522
-0,576290263	-0,229257059
-0,769483895	0,191702824
-0,661488889	-0,162099412
-0,735404444	0,164839765
-0,624843284	-0,168883556
-0,750062687	0,167553423
-0,699974925	0,032978631
-0,72001003	0,086808548
-0,581931042	-0,222029516
-0,767227583	0,188811806
-0,658617686	-0,163394061
-0,736552926	0,165357624
-0,625923273	-0,168949376
-0,749630691	0,16757975
-0,700147724	0,0329681
-0,719940911	0,08681276
-0,581880196	-0,221998667
-0,767247922	0,188799467
-0,658628207	-0,163411574
-0,736548717	0,16536463
-0,625922877	-0,168942368
-0,749630849	0,167576947
-0,636750224	-0,17249386
-0,414932627	-0,385795423
-0,834026949	0,254318169
-0,66638922	-0,001727268
-0,733444312	0,100690907
-0,59769404	-0,216852635
-0,367506416	-0,403885619
-0,117750629	-0,453955637
0,092091777	-0,392106535
0,226832365	-0,261164256
-1,090732946	0,204465702
-0,563706822	0,018213719
-0,435702672	-0,211640302
-0,825718931	0,184656121
-0,701408836	-0,189948921
-0,457091147	-0,424924714
-0,817163541	0,269969886
-0,729032246	-0,121688303
-0,708387102	0,148675321
-0,716645159	0,040529871
-0,713341936	0,083788051
-0,575655092	-0,221657855
-0,348834728	-0,398722007
-0,860466109	0,259488803
-0,655813556	-0,003795521
-0,496900094	-0,265210019
-0,271560064	-0,400319652
-0,046257788	-0,412866961
-0,981496885	0,265146784
-0,607401246	-0,006058714
-0,459201462	-0,247565121
-0,816319415	0,199026048
-0,700013175	-0,175267969
-0,71999473	0,170107188
-0,61523887	-0,158716429
-0,404094969	-0,366720034
-0,160424163	-0,440345214
-0,935830335	0,276138086
-0,821686289	-0,164467189
-0,558694704	-0,453669579
-0,243140143	-0,568266762
0,042520196	-0,529138796
-1,017008078	0,311655518
-0,897588347	-0,169945037
-0,640964661	0,167978015
-0,554324349	-0,128722573
-0,778270261	0,151489029
-0,688691896	0,039404388
-0,724523242	0,084238245
-0,584332962	-0,225788231
-0,766266815	0,190315292
-0,658488897	-0,161867104
-0,736604441	0,164746842
-0,625718112	-0,169434177
-0,407772094	-0,379057219
-0,836891162	0,251622888
-0,665243535	-0,000649155
-0,505325425	-0,266590772
-0,277411014	-0,404739157
-0,048936708	-0,418566165
0,130234568	-0,337684968
0,234052259	-0,204546749
0,259698416	-0,061834626
0,222104647	0,056885051
0,146045511	0,132074497
0,058164789	0,158794822
-1,023265916	0,036482071
-0,590693634	0,085407172
-0,48309003	-0,171368003
-0,298601222	-0,323475694
-0,880559511	0,229390278
-0,647776195	0,008243889
-0,740889522	0,096702444
-0,601757014	-0,222861951
-0,759297194	0,18914478
-0,65272378	-0,159968845
-0,738910488	0,163987538
-0,704435805	0,034404985
-0,718225678	0,086238006
-0,580346718	-0,221749387
-0,352363751	-0,400668221
-0,107529162	-0,445453348
-0,956988335	0,278181339
-0,83858367	-0,171377516
-0,664566532	0,168551006
-0,572490967	-0,137727848
-0,771003613	0,155091139
-0,691598555	0,037963544
-0,723360578	0,084814582
-0,583679872	-0,224885149
-0,353642643	-0,404384662
-0,107014544	-0,4487894
0,098184707	-0,383885762
-1,039273883	0,253554305
-0,891269873	-0,223008281
-0,588161791	-0,525994243
-0,764735284	0,310397697
-0,705357894	-0,069991864
-0,508075254	-0,335336974
-0,796769898	0,23413479
-0,699199039	-0,140765519
-0,720320385	0,156306208
-0,609965975	-0,169335436
-0,395839967	-0,372681322
-0,841664013	0,249072529
-0,739293662	-0,147370484
-0,502914989	-0,407719032
-0,798834004	0,263087613
-0,712348888	-0,119587016
-0,715060445	0,147834806
-0,60257986	-0,173669725
-0,388492804	-0,373020935
-0,146046157	-0,438893032
0,064562134	-0,391977167
0,205858089	-0,272077794
-1,082343235	0,208831117
-0,906113306	-0,274225645
-0,578955855	-0,570856812
-0,768417658	0,328342725
-0,692632937	-0,03133709
-0,722946825	0,112534836
-0,594453522	-0,203652255
-0,762218591	0,181460902
-0,65187049	-0,166977151
-0,739251804	0,16679086
-0,628547715	-0,168939668
-0,410120396	-0,379813233
-0,159766208	-0,452706216
0,059660168	-0,407963207
-1,023864067	0,263185283
-0,590454373	-0,005274113
-0,446635678	-0,240190075
-0,821345729	0,19607603
-0,702653166	-0,179520509
-0,718938734	0,171808203
-0,712424507	0,031276719
-0,553953312	-0,261199496
-0,778418675	0,204479799
-0,673390112	-0,155962823
-0,730643955	0,162385129
-0,620243458	-0,168844884
-0,751902617	0,167537954
-0,699238953	0,032984819
-0,720304419	0,086806073
-0,582153787	-0,222149152
-0,353577217	-0,401694871
-0,108040737	-0,446718989
-0,956783705	0,278687595
-0,617286518	-0,011475038
-0,753085393	0,104590015
-0,698765843	0,058163994
-0,720493663	0,076734402
-0,578268945	-0,229879319
-0,34753267	-0,406015861
-0,860986932	0,262406344
-0,655605227	-0,004962538
-0,737757909	0,101985015
-0,601490017	-0,217594552
-0,370094592	-0,405967866
-0,118884743	-0,456573415
0,092276961	-0,394549693
0,227950368	-0,262946982
0,278421072	-0,108659559
0,255063839	0,028787164
-1,102025535	0,088485134
-0,559189786	0,064605946
-0,450826616	-0,174575395
-0,27279807	-0,313007947
-0,890880772	0,225203179
-0,643647691	0,009918729
-0,493139737	-0,249920843
-0,274817863	-0,387195735
-0,053983282	-0,404195904
0,120651068	-0,3287822
0,223207691	-0,201614045
-1,089283076	0,180645618
-0,564286769	0,027741753
-0,439954646	-0,204630976
-0,824018142	0,18185239
-0,670392743	0,027259044
-0,520402103	-0,247440224
-0,791839159	0,19897609
-0,681388197	-0,165513836
-0,451649495	-0,398345794
-0,819340202	0,259338317
-0,672263919	-0,003735327
-0,509426448	-0,271744416
-0,278466334	-0,410296335
-0,04751588	-0,423211748
-0,980993648	0,269284699
-0,607602541	-0,00771388
-0,458692379	-0,248903565
-0,816523048	0,199561426
-0,673390781	0,02017543
-0,519847165	-0,254022986
-0,293474651	-0,400996335
-0,062642201	-0,422147075
0,121250757	-0,345888658
0,230506039	-0,214375077
-1,092202415	0,185750031
-0,904373848	-0,295710943
-0,638250461	0,218284377
-0,744699816	0,012686249
-0,702120074	0,0949255
-0,571581456	-0,208704649
-0,771367418	0,18348186
-0,659631981	-0,169100754
-0,433680004	-0,392369365
-0,172649057	-0,471672719
-0,930940377	0,288669088
-0,822982322	-0,152987644
-0,670807071	0,161195058
-0,731677171	0,035521977
-0,570283441	-0,265674166
-0,771886624	0,206269666
-0,6691417	-0,151989703
-0,73234332	0,160795881
-0,707062672	0,035681648
-0,55164029	-0,255707017
-0,779343884	0,202282807
-0,688262446	0,019086877
-0,724695021	0,092365249
-0,587714316	-0,219680419
-0,358790712	-0,402042845
-0,856483715	0,260817138
-0,657406514	-0,004326855
-0,497898209	-0,266251016
-0,800840717	0,206500406
-0,679663713	0,017399838
-0,728134515	0,093040065
-0,708746194	0,062783974
-0,716501522	0,07488641
-0,574495721	-0,229686937
-0,344741973	-0,404360361
-0,862103211	0,261744144
-0,655158716	-0,004697658
-0,496041561	-0,265633706
-0,270738104	-0,400298241
-0,045641662	-0,412521905
-0,981743335	0,265008762
-0,852128439	-0,191290675
-0,659148624	0,17651627
-0,571559462	-0,129507085
-0,771376215	0,151802834
-0,646967057	-0,193180332
-0,741213177	0,177272133
-0,634230868	-0,16175845
-0,746307653	0,16470338
-0,701476939	0,034118648
-0,719409224	0,086352541
-0,581292027	-0,222135759
-0,352927637	-0,401339987
-0,107689009	-0,446189445
-0,956924396	0,278475778
-0,617230241	-0,011390311
-0,464538859	-0,255548733
-0,25083004	-0,380032581
-0,038617798	-0,389156777
-0,984552881	0,255662711
-0,850525274	-0,199517492
-0,566592211	-0,491843404
-0,233872719	-0,600437871
0,062431882	-0,54988187
-1,024972753	0,319952748
-0,590010899	-0,027981099
-0,437215843	-0,257269995
-0,229376043	-0,370411534
-0,026161179	-0,373263183
0,129422777	-0,294144491
-1,051769111	0,217657796
-0,886407643	-0,255287719
-0,645436943	0,202115088
-0,741825223	0,019153965
-0,571448755	-0,282173076
-0,321431824	-0,44303104
-0,06707577	-0,46527632
0,135132943	-0,380440311
0,254877161	-0,235081459
0,287739226	-0,076711045
-1,11509569	0,130684418
-0,899746492	-0,346718119
-0,640101403	0,238687247
-0,743959439	0,004525101
-0,702416225	0,09818996
-0,71903351	0,060724016
-0,570755074	-0,241463152
-0,77169797	0,196585261
-0,691320812	0,021365896
-0,533950175	-0,260290244
-0,301686036	-0,411400656
-0,064721125	-0,433338912
0,12414751	-0,355226023
0,236442517	-0,220312774
0,267821422	-0,072860701
0,232688562	0,051754436
0,156141532	0,132408796
0,065704046	0,163087298
-0,015299844	0,150227965
-0,071719067	0,108053316
-0,097727818	0,053432893
-0,095646299	0,001517872
-0,961741481	0,099392851
-0,770680666	-0,309158025
-0,691727734	0,22366321
-0,615178362	-0,106707054
-0,753928655	0,142682822
-0,698428538	0,042926871
-0,547976437	-0,246746993
-0,780809425	0,198698797
-0,68767623	0,020520481
-0,724929508	0,091791808
-0,587663149	-0,220210029
-0,358539982	-0,402424882
-0,856584007	0,260969953
-0,755391827	-0,144296439
-0,516379213	-0,411822024
-0,227719392	-0,519536424
0,034747831	-0,485935439
-1,013899133	0,294374175
-0,888313011	-0,18183528
-0,602383776	-0,493520017
-0,260403663	-0,616028723
0,048504705	-0,572343295
-1,019401882	0,328937318
-0,906320358	-0,157768391
-0,625696115	-0,48243212
-0,2825562	-0,616926858
-0,88697752	0,346770743
-0,812811213	-0,091245243
-0,581238424	-0,39447087
-0,76750463	0,257788348
-0,686418858	-0,111082708
-0,725432457	0,144433083
-0,6091019	-0,18040384
-0,75635924	0,172161536
-0,643697637	-0,171700929
-0,742520945	0,168680371
-0,702991622	0,032527851
-0,547284773	-0,256475482
-0,781086091	0,202590193
-0,687565564	0,018963923
-0,724973775	0,092414431
-0,71001049	0,063034228
-0,564821664	-0,236098183
-0,774071335	0,194439273
-0,690371466	0,022224291
-0,723851414	0,091110284
-0,710459435	0,063555887
-0,565371525	-0,2358813
-0,77385139	0,19435252
-0,690459444	0,022258992
-0,723816222	0,091096403
-0,58653889	-0,220293223
-0,765384444	0,188117289
-0,656939093	-0,163184638
-0,737224363	0,165273855
-0,626400058	-0,169281615
-0,749439977	0,167712646
-0,636659441	-0,17231438
-0,745336224	0,168925752
-0,701865511	0,032429699
-0,546389668	-0,256099633
-0,781444133	0,202439853
-0,687422347	0,019024059
-0,725031061	0,092390376
-0,709987575	0,063043849
-0,564808097	-0,236081705
-0,334821472	-0,405345334
-0,092326185	-0,441991043
0,106628517	-0,372843667
-1,042651407	0,249137467
-0,582939437	0,000345013
-0,766824225	0,099861995
-0,69327031	0,060055202
-0,550907516	-0,23166617
-0,326023244	-0,396429296
-0,089205947	-0,431695563
0,104881705	-0,363771007
0,225218499	-0,234513283
0,264971372	-0,088142696
0,236635321	0,0390001
0,164242804	0,124294205
0,075106849	0,160160717
-1,03004274	0,035935713
-0,797206767	-0,384705954
-0,451994762	-0,611259232
-0,819202095	0,344503693
-0,76039507	-0,065858032
-0,55155704	-0,354210132
-0,277499298	-0,489822516
-0,01497046	-0,483264832
-0,994011816	0,293305933
-0,602395274	-0,017322373
-0,450891459	-0,254123113
-0,241028263	-0,373490149
-0,903588695	0,24939606
-0,638564522	0,000241576
-0,485405667	-0,255242211
-0,805837733	0,202096884
-0,677664907	0,019161246
-0,522689828	-0,256503416
-0,790924069	0,202601366
-0,683630372	0,018959454
-0,726547851	0,092416219
-0,70938086	0,063033513
-0,564342858	-0,235846874
-0,334561823	-0,404980768
-0,092274678	-0,441610113
0,10651529	-0,372533557
0,229965043	-0,240519387
-1,091986017	0,196207755
-0,908392475	-0,287676513
-0,575307676	-0,58199114
-0,76987693	0,332796456
-0,692049228	-0,033118582
-0,723180309	0,113247433
-0,594916008	-0,203204074
-0,370854536	-0,3924015
-0,851658186	0,2569606
-0,750044461	-0,145373218
-0,699982216	0,158149287
-0,595246199	-0,159799428
-0,38846734	-0,359546045
-0,844613064	0,243818418
-0,739433296	-0,152543228
-0,500952014	-0,411706172
-0,799619195	0,264682469
-0,713583575	-0,118689002
-0,71456657	0,147475601
-0,602060833	-0,173745171
-0,388068165	-0,372870664
-0,14578354	-0,43860897
0,064648098	-0,391656233
0,205795048	-0,271799498
0,265124036	-0,1242496
